seq_id	start	end	strand	Organism
scaffold_10	368853	369613	+	CLFT044
scaffold_10	369650	371460	+	CLFT044
scaffold_10	371461	373264	-	CLFT044
scaffold_10	373265	375206	-	CLFT044
scaffold_10	375782	379094	-	CLFT044
scaffold_10	375782	376429	+	CLFT044
scaffold_10	379238	380308	-	CLFT044
scaffold_10	380496	383587	+	CLFT044
scaffold_10	383702	386463	+	CLFT044
scaffold_10	386566	387876	+	CLFT044
scaffold_10	387904	389090	-	CLFT044
scaffold_10	389193	391155	+	CLFT044
scaffold_10	392224	393355	+	CLFT044
scaffold_10	396860	398291	-	CLFT044
scaffold_10	398988	399926	+	CLFT044
scaffold_10	400212	402677	-	CLFT044
scaffold_10	402968	406919	+	CLFT044
scaffold_10	407905	409003	+	CLFT044
scaffold_10	409022	409911	-	CLFT044
scaffold_10	409713	411038	+	CLFT044
scaffold_10	411102	412352	-	CLFT044
scaffold_10	412534	414499	-	CLFT044
scaffold_10	414617	417530	+	CLFT044
scaffold_10	417841	419976	-	CLFT044
scaffold_10	421559	422587	-	CLFT044
scaffold_10	423821	427170	+	CLFT044
scaffold_10	429068	430068	+	CLFT044
scaffold_10	431285	432493	-	CLFT044
scaffold_10	434391	435419	-	CLFT044
scaffold_10	436640	437164	+	CLFT044
scaffold_10	437216	438116	+	CLFT044
scaffold_10	438187	439875	+	CLFT044
scaffold_10	441532	442764	+	CLFT044
scaffold_10	443324	445381	-	CLFT044
scaffold_10	447837	449109	+	CLFT044
scaffold_10	449287	449944	+	CLFT044
scaffold_10	450318	451407	+	CLFT044
scaffold_10	451575	453243	+	CLFT044
scaffold_10	453597	456400	+	CLFT044
scaffold_10	456398	457533	-	CLFT044
scaffold_10	457616	461577	-	CLFT044
scaffold_10	462009	463972	-	CLFT044
scaffold_10	464339	464412	+	CLFT044
scaffold_10	464494	467947	-	CLFT044
scaffold_10	468236	470491	+	CLFT044
scaffold_10	470492	472814	-	CLFT044
scaffold_10	472960	477452	-	CLFT044
scaffold_10	478010	481535	+	CLFT044
scaffold_10	481536	483625	-	CLFT044
scaffold_10	483651	486545	+	CLFT044
scaffold_10	487951	488331	+	CLFT044
scaffold_10	489042	489728	-	CLFT044
scaffold_10	489999	496154	+	CLFT044
scaffold_10	496177	497234	-	CLFT044
scaffold_10	498148	499951	-	CLFT044
scaffold_10	500008	500554	+	CLFT044
scaffold_10	500687	501619	-	CLFT044
scaffold_10	501652	503902	+	CLFT044
scaffold_10	504021	507917	-	CLFT044
scaffold_10	508252	511221	+	CLFT044
scaffold_10	511844	514247	+	CLFT044
scaffold_10	514670	516076	-	CLFT044
scaffold_10	517346	519119	+	CLFT044
scaffold_10	519839	521217	-	CLFT044
scaffold_10	521404	523179	-	CLFT044
scaffold_10	523826	524358	+	CLFT044
scaffold_10	524555	528837	-	CLFT044
scaffold_10	529031	531090	-	CLFT044
scaffold_10	531728	533263	+	CLFT044
scaffold_10	533252	536216	-	CLFT044
scaffold_10	536217	537263	+	CLFT044
scaffold_10	537548	538361	+	CLFT044
scaffold_10	538538	541027	+	CLFT044
scaffold_10	541379	545287	-	CLFT044
scaffold_10	545745	548762	-	CLFT044
scaffold_10	549540	552161	-	CLFT044
scaffold_10	553234	555603	+	CLFT044
scaffold_10	555599	560245	-	CLFT044
scaffold_10	560529	563337	-	CLFT044
scaffold_10	563643	564177	+	CLFT044
scaffold_10	564346	566361	+	CLFT044
scaffold_10	566729	569237	-	CLFT044
scaffold_10	569589	572224	-	CLFT044
scaffold_10	572225	572852	+	CLFT044
scaffold_10	573306	574100	+	CLFT044
scaffold_10	573999	575998	-	CLFT044
scaffold_10	576866	577753	-	CLFT044
scaffold_10	577923	579902	+	CLFT044
scaffold_10	580397	583631	+	CLFT044
scaffold_10	584385	587084	+	CLFT044
scaffold_10	587132	589196	+	CLFT044
scaffold_10	589197	591807	+	CLFT044
scaffold_10	591512	593751	-	CLFT044
scaffold_10	594112	595122	-	CLFT044
scaffold_10	596439	598036	-	CLFT044
scaffold_10	598427	599315	+	CLFT044
scaffold_10	600831	602112	-	CLFT044
scaffold_10	609076	609687	+	CLFT044
scaffold_10	610615	611154	-	CLFT044
scaffold_10	618254	619381	-	CLFT044
scaffold_10	621264	621866	-	CLFT044
scaffold_10	624197	627326	-	CLFT044
scaffold_10	627577	631988	+	CLFT044
scaffold_10	631982	632575	-	CLFT044
scaffold_10	632858	633979	+	CLFT044
scaffold_10	633958	635885	+	CLFT044
scaffold_10	635948	637338	+	CLFT044
scaffold_10	637620	639796	+	CLFT044
scaffold_10	639964	641738	-	CLFT044
scaffold_10	641847	643493	-	CLFT044
scaffold_10	643498	648673	+	CLFT044
scaffold_10	648876	651032	-	CLFT044
scaffold_10	651223	656054	-	CLFT044
scaffold_10	656171	657915	-	CLFT044
scaffold_10	658562	660189	+	CLFT044
scaffold_10	660239	661802	-	CLFT044
scaffold_10	662019	662561	+	CLFT044
scaffold_10	662631	665140	-	CLFT044
scaffold_10	665586	668808	-	CLFT044
scaffold_10	669124	671043	-	CLFT044
scaffold_10	671250	673851	-	CLFT044
scaffold_10	674467	675844	-	CLFT044
scaffold_10	676258	677334	-	CLFT044
scaffold_10	678028	679129	-	CLFT044
scaffold_10	681294	683847	-	CLFT044
scaffold_10	681465	682052	+	CLFT044
scaffold_10	683852	685792	+	CLFT044
scaffold_10	686235	690559	+	CLFT044
scaffold_10	690708	691712	+	CLFT044
scaffold_10	691704	692603	-	CLFT044
scaffold_10	692739	694655	+	CLFT044
scaffold_10	694787	696675	+	CLFT044
scaffold_10	696183	698384	-	CLFT044
scaffold_10	698731	699328	-	CLFT044
scaffold_10	699457	700997	+	CLFT044
scaffold_10	700216	700992	-	CLFT044
scaffold_10	701177	703108	+	CLFT044
scaffold_10	703236	717177	-	CLFT044
scaffold_10	717897	718709	-	CLFT044
scaffold_10	721201	722254	+	CLFT044
scaffold_10	723474	724027	+	CLFT044
scaffold_10	724631	725518	+	CLFT044
scaffold_10	726944	728005	+	CLFT044
scaffold_10	729212	729765	+	CLFT044
scaffold_10	730370	731257	+	CLFT044
scaffold_10	731397	732599	-	CLFT044
scaffold_10	733195	734325	-	CLFT044
scaffold_10	736261	738278	+	CLFT044
scaffold_10	738991	739695	-	CLFT044
scaffold_10	741633	743013	-	CLFT044
scaffold_10	743195	744503	+	CLFT044
scaffold_10	744863	745790	+	CLFT044
scaffold_10	746076	747274	+	CLFT044
scaffold_10	747609	748304	-	CLFT044
scaffold_10	748644	749528	-	CLFT044
scaffold_10	750275	751467	+	CLFT044
scaffold_10	755081	755380	+	CLFT044
scaffold_10	755872	756492	+	CLFT044
scaffold_10	759587	760425	+	CLFT044
scaffold_10	760648	762044	-	CLFT044
scaffold_10	762101	765130	-	CLFT044
scaffold_10	765212	766515	+	CLFT044
scaffold_10	766516	768203	-	CLFT044
scaffold_10	768204	769033	+	CLFT044
scaffold_10	769092	774715	+	CLFT044
scaffold_10	774852	776423	-	CLFT044
scaffold_10	776582	777594	-	CLFT044
scaffold_10	778047	782349	-	CLFT044
scaffold_10	780657	782349	+	CLFT044
scaffold_10	782715	784436	-	CLFT044
scaffold_10	784749	785853	+	CLFT044
scaffold_10	785854	786622	+	CLFT044
scaffold_10	786758	787595	-	CLFT044
scaffold_10	787881	788428	-	CLFT044
scaffold_10	788568	790344	-	CLFT044
scaffold_10	790595	792514	-	CLFT044
scaffold_10	792714	793967	+	CLFT044
scaffold_10	794182	795811	-	CLFT044
scaffold_10	795494	798335	+	CLFT044
scaffold_10	798749	803733	+	CLFT044
scaffold_10	803847	806167	-	CLFT044
scaffold_10	806605	806991	-	CLFT044
scaffold_10	807075	807314	-	CLFT044
scaffold_10	811796	812344	+	CLFT044
scaffold_10	812365	812520	+	CLFT044
scaffold_10	813424	813843	-	CLFT044
scaffold_10	813885	814358	-	CLFT044
scaffold_10	814502	814846	+	CLFT044
scaffold_10	821608	822254	+	CLFT044
scaffold_10	822739	823134	-	CLFT044
scaffold_10	824295	824603	-	CLFT044
scaffold_10	825861	828022	+	CLFT044
scaffold_10	828072	830532	+	CLFT044
scaffold_10	830567	832062	-	CLFT044
scaffold_10	832209	834737	-	CLFT044
scaffold_10	835396	835851	-	CLFT044
scaffold_10	835965	838786	+	CLFT044
scaffold_10	838838	840235	-	CLFT044
scaffold_10	840308	846009	-	CLFT044
scaffold_10	846160	846703	+	CLFT044
scaffold_10	846867	849752	+	CLFT044
scaffold_10	850615	851970	+	CLFT044
scaffold_10	852026	853024	-	CLFT044
scaffold_10	853283	854952	+	CLFT044
scaffold_10	855095	856325	-	CLFT044
scaffold_10	856354	856980	+	CLFT044
scaffold_10	858109	859781	-	CLFT044
scaffold_10	859921	860987	+	CLFT044
scaffold_10	861116	864380	+	CLFT044
scaffold_10	864436	865489	+	CLFT044
scaffold_10	865485	866672	-	CLFT044
scaffold_10	866843	868929	+	CLFT044
scaffold_10	869026	871310	-	CLFT044
scaffold_10	872259	874745	-	CLFT044
scaffold_10	874746	877571	+	CLFT044
scaffold_10	879142	879675	-	CLFT044
scaffold_10	879782	881027	+	CLFT044
scaffold_10	881129	883138	-	CLFT044
scaffold_10	883346	885927	-	CLFT044
scaffold_10	886467	889390	+	CLFT044
scaffold_10	888705	889367	-	CLFT044
scaffold_10	889501	891288	-	CLFT044
scaffold_10	891403	893424	+	CLFT044
scaffold_10	894616	896531	-	CLFT044
scaffold_10	897676	899069	+	CLFT044
scaffold_10	898974	899346	-	CLFT044
scaffold_10	899459	903510	+	CLFT044
scaffold_10	903610	905273	+	CLFT044
scaffold_10	905274	906412	+	CLFT044
scaffold_10	906426	907634	-	CLFT044
scaffold_10	907990	910656	-	CLFT044
scaffold_10	911391	913175	+	CLFT044
scaffold_10	913410	914386	+	CLFT044
scaffold_10	914559	916874	+	CLFT044
scaffold_10	917131	919620	+	CLFT044
scaffold_10	919810	920725	+	CLFT044
scaffold_10	920815	923429	+	CLFT044
scaffold_10	924028	930020	+	CLFT044
scaffold_10	930521	936490	-	CLFT044
scaffold_10	936788	938430	-	CLFT044
scaffold_10	938514	940710	-	CLFT044
scaffold_10	940912	942381	-	CLFT044
scaffold_10	942588	943084	-	CLFT044
scaffold_10	943349	944206	+	CLFT044
scaffold_10	944317	944778	+	CLFT044
scaffold_10	944880	946742	+	CLFT044
scaffold_10	946881	949059	-	CLFT044
scaffold_10	949469	950826	+	CLFT044
scaffold_10	951409	952143	-	CLFT044
scaffold_10	954433	955328	+	CLFT044
scaffold_10	957124	958020	+	CLFT044
scaffold_10	959155	960012	-	CLFT044
scaffold_10	962082	965364	-	CLFT044
scaffold_10	966796	967809	+	CLFT044
scaffold_10	967890	969041	+	CLFT044
scaffold_10	971369	972354	-	CLFT044
scaffold_10	972438	972934	-	CLFT044
